Year,Date Time,Air Temp (F),Annual Rain Accumulation (in) (annual sum from Total Rain),TempDiff,Chlorophyll a (ug/L),Interval Rain (in),Max Wind Speed (knots),Phycocyanin (cells/mL),Rain Intensity (in/hr),Relative Barometric Pressure (inHg),Relative Humidity (%),Total Rain (in),Wind Direction (Degree),Wind Speed (knots),,MLO DO 2m,MLO DO 5m,MLO DO 8m,MLO DO 11m,,East Data DO 2m,East Data DO 8m,East Data DO 11m,,West Data DO 2m,West Data DO 8m,West Data DO 15m,,Deep Data DO 2m,Deep Data DO 8m,Deep Data DO 22m,,MLO Temp 1.7m,MLO Temp 2m,MLO Temp 4m,MLO Temp 5m,MLO Temp 6m,MLO Temp 8m,MLO Temp 10m,MLO Temp 11m,,East Data Temp 2m,East Data Temp 6m,East Data Temp 8m,East Data Temp 10m,East Data Temp 11m,,West Data Temp 2m,West Data Temp 6m,West Data Temp 8m,West Data Temp 10m,West Data Temp 15m,,Deep Data Temp 2m,Deep Data Temp 6m,Deep Data Temp 8m,Deep Data Temp 10m,Deep Data Temp 15m,Deep Data Temp 19m,Deep Data Temp 22m
2017,5/4/2017 22:00,50.54,4.436999,1.27,4.9,0,9.1,,0,30.03,68,1.330706,73,8.6,,9.93,9.61,9.34,8.29,,9.34,,8.271,,9.84,,8.347,,9.71,,7.733,,53.22,53.33,53.08,53.08,52.86,52.72,52.66,51.35,,52.628,53.3408,,,51.512,,53.618,53.5154,,52.772,52.5326,,53.402,53.384,,52.115,50.6642,50.3996,50.2124
2017,5/4/2017 23:00,49.28,4.436999,1.0525,4.3,0,13.6,,0,30.01,67,1.330706,66,12.2,,9.81,9.73,9.43,8.25,,9.35,,7.871,,9.83,,8.501,,9.7,,7.666,,53.11,53.22,52.95,53.2,53.1,52.83,52.56,51.665,,52.682,53.384,,,51.2348,,53.564,53.645,,52.9916,52.5794,,53.312,53.3408,,52.115,51.3248,50.4878,50.18
2017,5/5/2017 0:00,48.02,4.436999,0.3425,5.1,0,11.9,,0,30.01,70,1.330706,47,10.7,,9.89,10.04,9.54,8.68,,9.39,,7.876,,9.83,,8.421,,9.67,,7.647,,53.01,53.13,52.95,53.19,52.97,52.93,52.9,52.555,,52.736,53.2526,,,51.2672,,53.51,53.645,,52.9466,52.5164,,53.186,53.3408,,52.4228,51.458,50.3996,50.1314
2017,5/5/2017 1:00,46.58,4.436999,1.43,4.8,0,11.9,,0,30,74,1.330706,50,10.5,,9.87,10.07,9.78,8.02,,9.37,,7.741,,9.8,,8.565,,9.66,,7.689,,53.01,53.08,52.84,53.13,52.97,52.93,52.77,50.46,,52.61,53.2976,,,51.1214,,53.438,53.5586,,53.2094,52.565,,53.096,53.3408,,52.466,51.2366,50.3564,50.1134
2017,5/5/2017 2:00,46.04,4.436999,1.395,4.8,0,13.4,,0,29.98,82,1.330706,54,10.1,,9.89,10.1,9.83,8.14,,9.39,,7.817,,9.79,,8.503,,9.65,,7.75,,52.9,53.02,52.84,53.1,52.97,52.93,52.77,50.36,,52.646,53.2094,,,51.1214,,53.366,53.5154,,53.078,52.4354,,53.024,53.2526,,52.6406,51.1484,50.2682,50.081
2017,5/5/2017 3:00,44.24,4.436999,1.29,4.5,0,10.5,,0,29.96,81,1.330706,20,10.3,,9.84,10.06,9.79,8.28,,9.29,,7.906,,9.77,,8.423,,9.64,,7.749,,52.9,53.01,52.72,53.08,52.86,52.83,52.77,50.56,,52.556,53.2094,,,51.2186,,53.276,53.4272,,53.2094,52.2086,,52.934,53.1662,,52.4228,50.8856,50.3996,50.1476
2017,5/5/2017 4:00,43.7,4.436999,1.3875,4.4,0,10.3,,0,29.94,81,1.330706,9,8,,9.86,10.06,9.8,8.16,,9.25,,8.019,,9.75,,8.408,,9.63,,7.655,,52.9,52.95,52.84,53.02,52.86,52.83,52.77,50.305,,52.43,53.0348,,,51.3662,,53.204,53.3408,,53.3408,52.1924,,52.862,53.1212,,52.4228,50.7524,50.3564,50.1314
2017,5/5/2017 5:00,42.62,4.436999,1.385,4.8,0,12.1,,0,29.94,85,1.330706,44,10.1,,9.83,10.02,9.75,8.12,,9.2,,8.01,,9.7,,8.444,,9.62,,7.563,,52.77,52.95,52.84,52.99,52.86,52.83,52.66,50.29,,52.34,53.0348,,,51.4472,,53.15,53.2526,,53.1662,52.2086,,52.844,53.078,,52.6856,50.7974,50.3114,50.1134
2017,5/5/2017 6:00,41,4.436999,1.305,4.7,0,10.3,,0,29.93,87,1.330706,3,8.6,,9.82,10.02,9.78,8.15,,9.08,,7.912,,9.64,,8.415,,9.6,,7.591,,52.77,52.93,52.72,52.99,52.75,52.72,52.66,50.43,,52.25,52.9916,,,51.4634,,52.988,53.1662,,53.1212,52.2572,,52.808,53.078,,52.466,50.7092,50.3114,50.1314
2017,5/5/2017 7:00,41.36,4.436999,1.3575,5.3,0,12.1,,0,29.92,89,1.330706,16,8.6,,9.74,9.94,9.71,7.98,,9.02,,8.077,,9.62,,8.386,,9.54,,7.576,,52.77,52.92,52.72,52.95,52.75,52.83,52.66,50.315,,52.124,52.8602,,,51.755,,52.952,53.1212,,53.0348,52.403,,52.736,52.9916,,52.7288,50.7974,50.3114,50.1476
2017,5/5/2017 8:00,42.44,4.436999,1.2975,4.5,0,15.6,,0,29.93,89,1.330706,45,13.2,,9.67,9.87,9.67,7.99,,8.97,,8.015,,9.57,,8.5,,9.51,,7.649,,52.77,52.81,52.61,52.88,52.75,52.59,52.56,50.425,,52.052,52.772,,,51.8522,,52.898,53.0348,,52.9916,52.628,,52.682,52.9466,,52.6856,51.062,50.3996,50.1476
2017,5/5/2017 9:00,45.32,4.436999,1.27,4.9,0,12.6,,0,29.91,81,1.330706,45,10.1,,9.6,9.81,9.57,8.05,,8.98,,8.228,,9.63,,8.412,,9.55,,7.662,,52.66,52.79,52.61,52.84,52.65,52.59,52.56,50.35,,52.052,52.772,,,52.3382,,52.916,53.078,,52.9916,52.5164,,52.664,52.9034,,52.6406,51.3248,50.4446,50.1476
2017,5/5/2017 10:00,47.66,4.436999,1.365,4.7,0,17.3,,0,29.88,71,1.330706,14,13.4,,9.51,9.73,9.55,7.7,,9.09,,8.135,,9.64,,8.45,,9.59,,7.695,,52.77,52.86,52.72,52.9,52.65,52.59,52.45,50.45,,52.214,52.772,,,51.9008,,52.97,53.0348,,52.9916,52.565,,52.736,52.9034,,52.5092,51.458,50.3996,50.1638
2017,5/5/2017 11:00,50.54,4.436999,1.5375,4.7,0,14.6,,0,29.89,67,1.330706,26,10.1,,9.52,9.72,9.57,7.95,,9.17,,7.784,,9.68,,8.539,,9.61,,7.665,,52.9,53.04,52.72,52.95,52.75,52.72,52.56,50.305,,52.34,52.817,,,51.4796,,53.15,53.2094,,53.078,52.7414,,52.79,52.9466,,52.6406,51.6326,50.3564,50.1638
2017,5/5/2017 12:00,53.78,4.436999,1.6875,4.4,0,22.2,,0,29.87,53,1.330706,13,15.9,,9.53,9.74,9.57,8.09,,9.22,,7.735,,9.69,,8.602,,9.63,,7.662,,53.11,53.13,52.84,52.99,52.75,52.59,52.56,50.305,,52.538,52.8602,,,51.3176,,53.222,53.2526,,53.1662,52.79,,52.97,53.078,,52.772,51.5012,50.3564,50.18
2017,5/5/2017 13:00,56.12,4.436999,1.7325,4.6,0,5.6,,0,29.85,52,1.330706,55,2.9,,9.55,9.76,9.54,8.11,,9.24,,7.59,,9.71,,8.765,,9.67,,7.702,,53.22,53.29,52.95,53.08,52.86,52.72,52.66,50.385,,52.7,53.0348,,,51.3014,,53.492,53.384,,53.1212,52.7252,,53.096,53.1212,,52.772,51.7208,50.3564,50.279
2017,5/5/2017 14:00,58.1,4.436999,1.91,4.7,0,19,,0,29.84,57,1.330706,345,11.7,,9.57,9.76,9.52,8.03,,9.21,,7.492,,9.74,,8.864,,9.72,,7.648,,53.46,53.49,52.95,53.06,52.86,52.83,52.77,50.36,,52.772,52.9916,,,51.2348,,53.708,53.3408,,53.078,52.7576,,53.492,53.078,,52.8602,51.413,50.4446,50.2124
2017,5/5/2017 15:00,57.56,4.436999,2.4525,4.6,0,20.4,,0,29.82,57,1.330706,338,13.6,,9.61,9.74,9.5,8.12,,9.22,,7.708,,9.77,,8.889,,9.75,,7.588,,54.14,54.1,53.19,53.15,52.86,52.83,52.77,50.565,,53.042,52.817,,,51.1376,,53.78,53.645,,53.1212,52.8386,,53.384,53.4272,,52.817,51.6776,50.7092,50.279
2017,5/5/2017 16:00,56.48,4.436999,3.355,4.8,0,20,,0,29.81,58,1.330706,330,15,,9.61,9.78,9.5,8.33,,9.25,,7.989,,9.74,,8.902,,9.77,,7.69,,53.92,54.05,53.31,53.2,52.86,52.72,50.63,50.63,,52.916,53.2094,,,51.512,,53.6,53.5586,,53.384,53.015,,53.42,53.5154,,53.2094,52.817,51.1934,50.5904
2017,5/5/2017 17:00,56.3,4.436999,3.1425,4.6,0,18.5,,0,29.8,56,1.330706,333,11.9,,9.66,9.92,9.4,8.29,,9.2,,8.201,,9.71,,8.939,,9.76,,7.745,,53.69,53.82,53.19,53.19,52.86,52.38,50.63,50.595,,52.88,53.2526,,,52.0466,,53.528,53.645,,53.5586,53.2868,,53.384,53.645,,53.4722,53.4722,51.017,50.6876
2017,5/5/2017 18:00,57.92,4.436999,2.65,4.3,0,12.6,,0,29.8,54,1.330706,356,11.1,,9.7,9.91,9.7,8.25,,9.18,,8.253,,9.72,,8.849,,9.79,,7.654,,53.56,53.56,53.19,53.33,52.97,52.72,51.08,50.74,,53.204,53.4272,,,52.0142,,53.564,53.69,,53.5154,53.0942,,53.402,53.645,,53.5154,53.645,51.2366,50.5076
2017,5/5/2017 19:00,55.4,4.436999,2.455,4,0,18.7,,0,29.8,58,1.330706,325,13,,9.71,9.9,9.72,8.23,,9.09,,8.257,,9.69,,8.854,,9.74,,7.697,,53.35,53.49,53.31,53.38,53.2,53.04,51.21,50.72,,52.97,53.6018,,,51.8198,,53.474,53.645,,53.6018,53.2706,,53.6,53.8196,,53.5586,53.645,51.3698,50.558
2017,5/5/2017 20:00,54.5,4.436999,1.665,4.5,0,14.2,,0,29.82,58,1.330706,334,11.3,,9.71,9.89,9.7,8.41,,9.11,,7.893,,9.68,,8.877,,9.73,,7.729,,53.35,53.44,53.31,53.47,53.2,53.04,52.56,50.9,,52.844,53.5586,,,51.4472,,53.456,53.6018,,53.5586,53.4002,,53.546,53.8196,,53.645,53.7332,51.2816,50.459
2017,5/5/2017 21:00,50.9,4.436999,1.2575,4.5,0,11.9,,0,29.84,65,1.330706,348,11.1,,9.7,9.91,9.66,8.56,,9.08,,8.114,,9.66,,8.927,,9.72,,7.715,,53.22,53.35,53.19,53.38,53.2,53.17,53.01,51.045,,52.772,53.5154,,,51.836,,53.402,53.5586,,53.5154,53.3678,,53.816,53.9942,,53.7332,53.8196,50.9288,50.5076
2017,5/5/2017 22:00,48.92,4.436999,1.2075,4.5,0,11.3,,0,29.84,68,1.330706,1,9.9,,9.68,9.89,9.65,8.66,,9.11,,8.109,,9.66,,8.888,,9.71,,7.658,,53.11,53.24,53.08,53.29,53.1,53.04,52.9,51.035,,52.664,53.4272,,,51.917,,53.312,53.5154,,53.4722,53.4002,,53.564,53.8646,,53.69,53.8646,50.7974,50.5742
2017,5/5/2017 23:00,48.02,4.436999,1.14,4.5,0,7.6,,0,29.82,69,1.330706,350,6.8,,9.67,9.85,9.61,8.41,,9.1,,7.995,,9.64,,8.854,,9.8,,7.335,,53.01,53.17,52.95,53.22,53.1,52.93,52.9,51,,52.592,53.3408,,,51.8036,,53.33,53.4722,,53.4272,53.2238,,53.78,54.0374,,53.69,53.69,50.9738,50.4428
2017,5/6/2017 0:00,47.12,4.436999,1.07,4.7,0,9.1,,0,29.8,72,1.330706,356,7,,9.64,9.82,9.58,8.42,,9.05,,8.087,,9.62,,8.852,,9.81,,7.457,,53.01,53.04,52.95,53.13,52.97,52.93,52.9,51.01,,52.556,53.3408,,,51.9008,,53.312,53.4722,,53.4272,53.2868,,53.798,54.0374,,53.8196,53.6018,51.1052,50.5076
2017,5/6/2017 1:00,46.4,4.436999,1.085,4.1,0,9.1,,0,29.81,73,1.330706,296,7.2,,9.57,9.76,9.56,8.48,,9.48,,7.908,,9.62,,8.96,,9.86,,7.383,,53.01,53.06,52.95,53.11,52.97,52.83,52.77,51.13,,54.086,53.5586,,,52.0304,,53.276,53.4272,,53.384,53.24,,53.96,54.1688,,53.7764,52.9034,51.1484,50.3438
2017,5/6/2017 2:00,45.14,4.436999,0.7475,4.9,0,10.5,,0,29.79,76,1.330706,340,8.6,,9.52,9.73,9.5,8.8,,9.43,,8.133,,9.65,,8.918,,9.82,,7.559,,53.01,53.02,52.84,53.08,52.97,52.83,52.77,51.765,,53.978,53.4722,,,52.241,,53.276,53.4272,,53.384,53.3354,,53.906,54.1688,,53.9078,53.1212,50.9738,50.3942
2017,5/6/2017 3:00,45.14,4.436999,0.665,4.3,0,9.5,,0,29.78,75,1.330706,356,7.6,,9.47,9.7,9.44,8.24,,9.32,,8.269,,9.66,,9.029,,9.77,,7.433,,53.01,53.04,52.84,53.08,52.97,52.93,52.9,51.82,,53.618,53.4722,,,52.5002,,53.204,53.384,,53.3408,53.3192,,53.762,54.0374,,53.8196,53.2094,50.7092,50.3942
2017,5/6/2017 4:00,44.6,4.436999,0.795,4.1,0,11.1,,0,29.78,76,1.330706,358,8.7,,9.44,9.66,9.41,8.25,,9.3,,8.218,,9.66,,9.027,,9.83,,7.512,,53.01,53.06,52.84,53.1,52.97,52.93,52.77,51.71,,53.618,53.4272,,,52.4516,,53.258,53.4272,,53.384,53.3516,,53.708,53.9942,,53.8196,52.466,50.621,50.5238
2017,5/6/2017 5:00,43.88,4.436999,0.8175,4.2,0,10.9,,0,29.79,79,1.330706,359,9.1,,9.41,9.62,9.38,8.28,,9.24,,8.186,,9.68,,9.044,,9.8,,7.44,,52.9,53.02,52.84,53.1,52.97,52.93,52.77,51.515,,53.222,53.4272,,,52.3868,,53.204,53.3408,,53.3408,53.303,,53.654,53.951,,53.7764,52.16,50.7524,50.459
2017,5/6/2017 6:00,43.16,4.436999,0.7025,4.4,0,10.9,,0,29.79,78,1.330706,352,9.1,,9.37,9.56,9.39,8.48,,9.24,,8.022,,9.67,,9.026,,9.78,,7.518,,52.9,53.01,52.84,53.06,52.86,52.93,52.56,51.945,,53.168,53.6018,,,52.241,,53.168,53.3408,,53.2976,53.303,,53.636,53.9078,,53.7332,52.5092,50.621,50.4266
2017,5/6/2017 7:00,42.8,4.436999,0.3375,4.7,0,8.4,,0,29.82,80,1.330706,340,7,,9.33,9.53,9.29,9.15,,9.11,,7.858,,9.67,,9.051,,9.79,,7.533,,53.11,53.15,52.95,53.1,52.86,52.83,52.77,52.815,,53.474,53.7764,,,52.079,,53.132,53.2976,,53.2526,53.2868,,53.6,53.8646,,53.69,52.16,50.6642,50.4266
2017,5/6/2017 8:00,43.16,4.436999,0.345,4.5,0,14.4,,0,29.83,78,1.330706,347,8.2,,9.38,9.54,9.3,9.19,,9.07,,7.941,,9.67,,9.003,,9.71,,7.516,,53.11,53.22,53.08,53.24,52.97,52.93,52.77,52.87,,53.348,53.7764,,,52.079,,53.132,53.2976,,53.2526,53.1914,,53.546,53.8196,,53.5586,52.4228,50.7092,50.4266
2017,5/6/2017 9:00,45.14,4.436999,0.6125,4.8,0,15.7,,0,29.83,77,1.330706,25,10.3,,9.38,9.51,9.32,8.23,,8.97,,7.941,,9.68,,8.988,,9.77,,7.516,,53.22,53.24,53.08,53.19,52.97,52.83,52.77,52.465,,53.348,53.8196,,,52.1276,,53.15,53.2976,,53.2526,53.1914,,53.492,53.7764,,53.6018,52.2914,50.621,50.5076
2017,5/6/2017 10:00,47.3,4.436999,1.17,4.5,0,17.9,,0,29.83,67,1.330706,12,16.1,,9.43,9.59,9.3,8.05,,9.01,,8.256,,9.66,,8.993,,9.77,,7.495,,53.22,53.37,53.19,53.28,53.1,52.93,52.77,51.48,,53.276,53.7764,,,52.3544,,53.132,53.2526,,53.2094,53.2562,,53.51,53.7764,,53.5586,52.4228,50.7092,50.4428
2017,5/6/2017 11:00,49.28,4.436999,1.2675,4.8,0,25.7,,0,29.84,60,1.330706,16,19.4,,9.41,9.58,9.28,8.35,,9.1,,8.306,,9.66,,9.06,,9.76,,7.479,,53.22,53.35,53.08,53.31,53.1,52.93,52.56,51.475,,53.276,53.8196,,,52.2734,,53.132,53.2526,,53.2094,53.1752,,53.528,53.7764,,53.6018,52.5542,50.7092,50.4428
2017,5/6/2017 12:00,51.44,4.436999,1.3625,4.3,0,12.8,,0,29.84,59,1.330706,7,9.7,,9.45,9.62,9.37,7.83,,9.14,,8.019,,9.68,,9.045,,9.74,,7.469,,53.35,53.47,53.31,53.49,53.2,53.17,52.77,51.325,,53.366,53.8196,,,52.1438,,53.204,53.3408,,53.2526,53.2238,,53.6,53.8196,,53.645,52.5092,50.7524,50.4752
2017,5/6/2017 13:00,51.98,4.436999,1.3025,4.1,0,14.8,,0,29.83,59,1.330706,9,10.5,,9.48,9.67,9.41,7.53,,9.17,,8.17,,9.69,,9.027,,9.72,,7.491,,53.56,53.58,53.31,53.49,53.31,53.17,53.13,51.405,,53.294,53.9078,,,52.4354,,53.294,53.4272,,53.3408,53.24,,53.672,53.7764,,53.6018,51.8954,50.7092,50.4428
2017,5/6/2017 14:00,52.52,4.436999,1.2575,4.9,0,9.1,,0,29.83,59,1.330706,334,6.8,,9.5,9.69,9.44,8.25,,9.25,,8.243,,9.69,,9.017,,9.68,,7.536,,53.56,53.67,53.42,53.6,53.31,53.28,53.24,51.475,,53.582,53.8196,,,52.5794,,53.348,53.4722,,53.4272,53.3678,,53.528,53.7764,,53.6018,53.078,51.017,50.558
2017,5/6/2017 15:00,52.16,4.436999,1.57,4.6,0,25.7,,0,29.83,50,1.330706,326,19.6,,9.55,9.7,9.49,8.43,,9.27,,8.38,,9.74,,9.041,,9.7,,7.543,,53.69,53.76,53.42,53.67,53.42,53.28,52.77,51.54,,53.438,53.9078,,,52.8854,,53.528,53.645,,53.4722,53.4002,,53.69,53.9078,,53.69,53.7764,51.5444,50.72
2017,5/6/2017 16:00,52.52,4.436999,1.8375,4.8,0,16.1,,0,29.85,44,1.330706,353,13.2,,9.58,9.76,9.5,8.36,,9.25,,8.325,,9.73,,9.077,,9.61,,7.631,,53.69,53.76,53.53,53.73,53.55,53.28,52.11,51.665,,53.528,54.0824,,,53.3354,,53.51,53.645,,53.6018,53.591,,53.618,53.9078,,53.7332,53.8646,52.0286,50.9162
2017,5/6/2017 17:00,53.42,4.436999,1.8975,4.4,0,17.7,,0,29.86,39,1.330706,359,14.6,,9.61,9.8,9.57,7.92,,9.2,,8.317,,9.74,,9.089,,9.68,,7.614,,53.69,53.69,53.53,53.69,53.42,53.28,52.11,51.475,,53.492,54.212,,,53.9276,,53.546,53.69,,53.645,53.5604,,53.582,53.8196,,53.645,53.7764,53.0348,50.8352
2017,5/6/2017 18:00,53.42,4.436999,0.8875,4.7,0,30.7,,0,29.86,31,1.330706,358,19.4,,9.65,9.83,9.57,8.55,,9.25,,8.36,,9.74,,9.101,,9.77,,7.693,,53.46,53.65,53.53,53.65,53.55,53.38,53.24,52.095,,53.456,54.212,,,54.0392,,53.564,53.69,,53.69,53.6234,,53.87,54.0824,,53.8196,53.8646,52.3778,50.9162
2017,5/6/2017 19:00,53.06,4.436999,0.5375,4.3,0,18.5,,0,29.87,36,1.330706,348,14.4,,9.69,9.85,9.6,8.77,,9.39,,8.376,,9.75,,9.109,,9.79,,7.43,,53.46,53.6,53.42,53.65,53.42,53.38,53.37,52.615,,53.222,53.951,,,53.5928,,53.6,53.7332,,53.69,53.6396,,53.978,54.2552,,54.0374,54.0374,52.0718,50.558
2017,5/6/2017 20:00,50.9,4.436999,0.185,4.8,0,16.3,,0,29.88,37,1.330706,356,12.6,,9.69,9.87,9.62,9.25,,9.43,,7.794,,9.75,,9.1,,9.86,,7.421,,53.46,53.55,53.42,53.62,53.42,53.38,53.37,53.27,,53.168,53.9078,,,52.709,,53.564,53.69,,53.69,53.6072,,54.032,54.3434,,54.1688,53.9942,51.5444,50.5904
2017,5/6/2017 21:00,47.48,4.436999,0.075,4.5,0,14.4,,0,29.91,41,1.330706,3,13.4,,9.69,9.89,9.63,9.47,,9.44,,8.447,,9.76,,9.105,,9.92,,7.402,,53.46,53.55,53.42,53.6,53.42,53.38,53.37,53.49,,53.24,53.951,,,53.5604,,53.492,53.645,,53.6018,53.591,,54.122,54.3866,,54.212,53.951,50.8856,50.5904
2017,5/6/2017 22:00,45.5,4.436999,0.075,4.1,0,18.7,,0,29.93,46,1.330706,359,11.3,,9.69,9.89,9.63,9.51,,9.43,,8.578,,9.76,,9.131,,9.93,,7.489,,53.46,53.6,53.42,53.67,53.55,53.38,53.37,53.54,,53.24,53.9942,,,53.4956,,53.402,53.6018,,53.6018,53.5118,,54.05,54.3002,,54.0374,53.7764,50.9738,50.72
2017,5/6/2017 23:00,44.78,4.436999,0.0625,4.6,0,16.3,,0,29.95,47,1.330706,17,11.7,,9.68,9.87,9.63,9.5,,9.43,,8.104,,9.72,,9.069,,9.88,,7.407,,53.46,53.58,53.42,53.65,53.55,53.38,53.37,53.545,,53.168,53.951,,,53.0942,,53.402,53.5586,,53.5154,53.528,,53.636,53.9078,,53.7764,53.8196,52.2464,50.5904
2017,5/7/2017 0:00,44.06,4.436999,0.03,4.4,0,13.4,,0,29.95,47,1.330706,4,9.5,,9.65,9.85,9.63,9.51,,9.46,,8.033,,9.76,,9.112,,9.79,,7.445,,53.46,53.65,53.53,53.69,53.55,53.38,53.47,53.58,,53.096,53.8196,,,52.9016,,53.312,53.4722,,53.4272,53.4002,,53.456,53.7764,,53.6018,53.7332,52.5974,50.6552
2017,5/7/2017 1:00,43.16,4.436999,0.08,3.9,0,14.2,,0,29.95,45,1.330706,355,9.3,,9.61,9.83,9.59,9.47,,9.46,,8.473,,9.78,,9.133,,9.71,,7.486,,53.56,53.65,53.53,53.71,53.55,53.49,53.47,53.58,,52.916,53.645,,,53.2562,,53.24,53.4272,,53.384,53.384,,53.456,53.7332,,53.5586,53.69,51.6776,50.7542
2017,5/7/2017 2:00,43.34,4.436999,0.08,4.4,0,11.7,,0,29.96,47,1.330706,357,11.5,,9.54,9.75,9.56,9.45,,9.52,,8.644,,9.78,,9.133,,9.71,,7.405,,53.56,53.67,53.53,53.74,53.55,53.49,53.47,53.6,,52.736,53.4722,,,53.303,,53.15,53.3408,,53.2526,53.2238,,53.438,53.69,,53.5154,53.69,52.817,50.6228
